PW_ID,HMDB_ID
PW_C042415,
PW_C037865,HMDB0057411
PW_C007739,HMDB0012185
PW_C001783,HMDB0003125
PW_C044429,
PW_C053735,
PW_C044284,
PW_C007912,HMDB0012385
PW_C042088,
PW_C104939,
PW_C000479,HMDB0000618
PW_C042028,
PW_C041744,
PW_C042770,
PW_C000106,HMDB0000162
PW_C042503,
PW_C005141,HMDB0009093
PW_C042513,
PW_C041688,
PW_C044450,
PW_C001447,HMDB0002151
PW_C007915,HMDB0012388
PW_C044261,
PW_C002975,HMDB0006857
PW_C042483,
PW_C043803,
PW_C007822,HMDB0012282
PW_C042510,
PW_C041854,
PW_C041607,
PW_C001221,HMDB0001846
PW_C044238,
PW_C000196,HMDB0000290
PW_C044251,
PW_C105104,
PW_C042923,
PW_C044426,
PW_C001476,HMDB0002189
PW_C044458,
PW_C104829,
PW_C044041,
PW_C000518,HMDB0000661
PW_C044299,
PW_C104927,
PW_C056438,
PW_C044507,
PW_C044294,
PW_C008452,HMDB0013536
PW_C042507,
PW_C043148,
PW_C104917,
PW_C042928,
PW_C001168,HMDB0001517
PW_C036885,HMDB0056431
PW_C043841,
PW_C006595,HMDB0010587
PW_C043587,
PW_C043069,
PW_C055641,
PW_C041848,
PW_C043934,
PW_C042089,
PW_C001565,HMDB0002322
PW_C041693,
PW_C043828,
PW_C041451,
PW_C043179,
PW_C105062,
PW_C001065,HMDB0001377
PW_C043300,
PW_C041463,
PW_C042101,
PW_C104933,
PW_C002736,HMDB0006357
PW_C043174,
PW_C007812,HMDB0012268
PW_C043499,
PW_C042948,
PW_C000552,HMDB0000700
PW_C043542,
PW_C043318,
PW_C041159,HMDB0060332
PW_C001866,HMDB0003377
PW_C043186,
PW_C007786,HMDB0012241
PW_C104924,
PW_C042574,
PW_C056351,
PW_C043266,
PW_C040921,
PW_C042105,
PW_C104876,
PW_C043472,
PW_C000845,HMDB0001070
PW_C043638,
PW_C042859,
PW_C042901,
PW_C043192,
PW_C044274,
PW_C044204,
PW_C041611,
PW_C044263,
PW_C000170,HMDB0000250
PW_C041932,
PW_C043317,
PW_C044509,
PW_C043156,
PW_C044239,
PW_C006699,HMDB0010691
PW_C044010,
PW_C042780,
PW_C042729,
PW_C105054,
PW_C040838,
PW_C041731,
PW_C055823,
PW_C105018,
PW_C104999,
PW_C042855,
PW_C002742,HMDB0006404
PW_C043656,
PW_C007828,HMDB0012290
PW_C104963,
PW_C044149,
PW_C043219,
PW_C044045,
PW_C104847,
PW_C044176,
PW_C000028,HMDB0000039
PW_C041154,HMDB0060326
PW_C042764,
PW_C043769,
PW_C042167,
PW_C105063,
PW_C000193,HMDB0000286
PW_C036863,HMDB0056409
PW_C042833,
PW_C042213,
PW_C008391,HMDB0013474
PW_C043481,
PW_C040082,HMDB0059645
PW_C043150,
PW_C042395,
PW_C000101,HMDB0000156
PW_C043968,
PW_C001851,HMDB0003345
PW_C001000,HMDB0001296
PW_C042316,
PW_C044164,
PW_C044206,
PW_C104959,
PW_C000441,HMDB0000565
PW_C042869,
PW_C042077,
PW_C002740,HMDB0006402
PW_C042925,
PW_C036883,HMDB0056429
PW_C043409,
PW_C004971,HMDB0008923
PW_C104849,
PW_C041757,
PW_C000767,HMDB0000960
PW_C000738,HMDB0000925
PW_C006597,HMDB0010589
PW_C044062,
PW_C040994,
PW_C043013,
PW_C043640,
PW_C041732,
PW_C042148,
PW_C044054,
PW_C044296,
PW_C042716,
PW_C041109,
PW_C055521,
PW_C042529,
PW_C044283,
PW_C105083,
PW_C043824,
PW_C042499,
PW_C001415,HMDB0002104
PW_C041968,
PW_C042058,
PW_C043967,
PW_C043912,
PW_C002092,HMDB0004220
PW_C042251,
PW_C104985,
PW_C041985,
PW_C037001,HMDB0056547
PW_C043895,
PW_C043906,
PW_C043820,
PW_C042813,
PW_C044070,
PW_C043615,
PW_C063867,HMDB0112249
PW_C042825,
PW_C044012,
PW_C000067,HMDB0000099
PW_C042338,
PW_C044266,
PW_C105032,
PW_C001005,HMDB0001303
PW_C001112,HMDB0001440
PW_C043808,
PW_C041833,
PW_C042485,
PW_C006204,HMDB0010163
PW_C000768,HMDB0000961
PW_C055802,
PW_C005006,HMDB0008958
PW_C040970,
PW_C000882,HMDB0001128
PW_C041691,
PW_C043796,
PW_C042322,
PW_C042492,
PW_C001496,HMDB0002211
PW_C044063,
PW_C043181,
PW_C041799,
PW_C044302,
PW_C042898,
PW_C041033,
PW_C043270,
PW_C000884,HMDB0001131
PW_C044252,
PW_C043682,
PW_C040736,
PW_C041850,
PW_C042883,
PW_C044207,
PW_C000482,HMDB0000621
PW_C104904,
PW_C043794,
PW_C043898,
PW_C044001,
PW_C042853,
PW_C000792,HMDB0001000
PW_C044248,
PW_C041925,
PW_C042407,
PW_C000783,HMDB0000988
PW_C043468,
PW_C043755,
PW_C042387,
PW_C044279,
PW_C043503,
PW_C060720,HMDB0112322
PW_C042772,
PW_C040829,
PW_C001457,HMDB0002168
PW_C044033,
PW_C042484,
PW_C043531,
PW_C104880,
PW_C044168,
PW_C044420,
PW_C043451,
PW_C104971,
PW_C043958,
PW_C044234,
PW_C003002,HMDB0006900
PW_C001079,HMDB0001396
PW_C042848,
PW_C042064,
PW_C042294,
PW_C042250,
PW_C042900,
PW_C042177,
PW_C042842,
PW_C043901,
PW_C007776,HMDB0012230
PW_C043598,
PW_C043844,
PW_C042217,
PW_C042445,
PW_C042394,
PW_C040741,
PW_C105098,
PW_C007929,HMDB0012402
PW_C043292,
PW_C104951,
PW_C041489,
PW_C042915,
PW_C041690,
PW_C042926,
PW_C104861,
PW_C062273,HMDB0114855
PW_C043283,
PW_C003007,HMDB0006915
PW_C000071,HMDB0000112
PW_C042938,
PW_C042065,
PW_C051188,
PW_C042857,
PW_C044300,
PW_C043834,
PW_C043780,
PW_C041694,
PW_C044449,
PW_C000841,HMDB0001066
PW_C037414,HMDB0056960
PW_C041791,
PW_C001191,HMDB0001548
PW_C104931,
PW_C003005,HMDB0006903
PW_C043852,
PW_C006658,HMDB0010650
PW_C008418,HMDB0013502
PW_C044277,
PW_C043081,
PW_C042469,
PW_C001090,HMDB0001412
PW_C000073,HMDB0000115
PW_C041771,
PW_C041562,HMDB0060410
PW_C042766,
PW_C002974,HMDB0006855
PW_C044121,
PW_C042179,
PW_C041720,
PW_C055518,
PW_C043630,
PW_C041467,
PW_C043074,
PW_C044141,
PW_C042070,
PW_C001170,HMDB0001520
PW_C042453,
PW_C043241,
PW_C000278,HMDB0000379
PW_C055535,
PW_C043687,
PW_C044245,
PW_C043191,
PW_C104932,
PW_C000497,HMDB0000638
PW_C104948,
PW_C000871,HMDB0001114
PW_C001087,HMDB0001409
PW_C104857,
PW_C104995,
PW_C044007,
PW_C008408,HMDB0013491
PW_C041792,
PW_C041468,
PW_C043817,
PW_C044113,
PW_C042337,
PW_C105044,
PW_C000051,HMDB0000072
PW_C104845,
PW_C055530,
PW_C041719,
PW_C042541,
PW_C062935,HMDB0114746
PW_C105101,
PW_C000681,HMDB0000855
PW_C042914,
PW_C043341,
PW_C104929,
PW_C007906,HMDB0012377
PW_C007818,HMDB0012277
PW_C001928,HMDB0003571
PW_C104860,
PW_C044454,
PW_C044312,
PW_C001019,HMDB0001321
PW_C104997,
PW_C042710,
PW_C043966,
PW_C044477,
PW_C043610,
PW_C043788,
PW_C042435,
PW_C043768,
PW_C041692,
PW_C040034,HMDB0059597
PW_C044439,
PW_C044046,
PW_C044231,
PW_C044107,
PW_C000569,HMDB0000718
PW_C055612,
PW_C042256,
PW_C105085,
PW_C104944,
PW_C042982,
PW_C017005,HMDB0036062
PW_C104885,
PW_C040065,HMDB0059628
PW_C105003,
PW_C104934,
PW_C041162,HMDB0060342
PW_C042540,
PW_C042505,
PW_C043850,
PW_C060772,HMDB0112372
PW_C042055,
PW_C043207,
PW_C044453,
PW_C105100,
PW_C041689,
PW_C104879,
PW_C104960,
PW_C042448,
PW_C042449,
PW_C043107,
PW_C001860,HMDB0003364
PW_C104853,
PW_C001889,HMDB0003431
PW_C043105,
PW_C040979,
PW_C044157,
PW_C042509,
PW_C044492,
PW_C001858,HMDB0003362
PW_C044099,
PW_C043130,
PW_C001044,HMDB0001353
PW_C044435,
PW_C043279,
PW_C044306,
PW_C041853,
PW_C040936,
PW_C042779,
PW_C038079,HMDB0057625
PW_C041761,
PW_C003905,HMDB0007854
PW_C060718,HMDB0112320
PW_C000856,HMDB0001088
PW_C040768,
PW_C042358,
PW_C003906,HMDB0007855
PW_C042330,
PW_C042839,
PW_C105029,
PW_C040748,
PW_C057055,
PW_C042697,
PW_C044163,
PW_C000166,HMDB0000245
PW_C104864,
PW_C044460,
PW_C044287,
PW_C043987,
PW_C001003,HMDB0001301
PW_C055520,
PW_C042960,
PW_C042502,
PW_C001010,HMDB0001311
PW_C042703,
PW_C000163,HMDB0000241
PW_C041686,
PW_C104839,
PW_C043799,
PW_C000423,HMDB0000547
PW_C043971,
PW_C000967,HMDB0001252
PW_C044464,
PW_C042174,
PW_C042271,
PW_C042519,
PW_C104970,
PW_C043155,
PW_C000531,HMDB0000674
PW_C050632,
PW_C043720,
PW_C104978,
PW_C001755,HMDB0003011
PW_C043667,
PW_C105031,
PW_C044214,
PW_C043645,
PW_C041721,
PW_C042832,
PW_C043132,
PW_C104998,
PW_C041225,HMDB0060507
PW_C043688,
PW_C040810,
PW_C044210,
PW_C000742,HMDB0000930
PW_C041531,
PW_C001059,HMDB0001371
PW_C042128,
PW_C042425,
PW_C042366,
PW_C042016,
PW_C105010,
PW_C043250,
PW_C000804,HMDB0001016
PW_C044479,
PW_C043946,
PW_C040983,
PW_C041179,
PW_C043956,
PW_C042546,
PW_C043575,
PW_C043854,
PW_C007914,HMDB0012387
PW_C042268,
PW_C005034,HMDB0008986
PW_C043833,
PW_C004871,HMDB0008823
PW_C104831,
PW_C043592,
PW_C007811,HMDB0012267
PW_C044282,
PW_C044202,
PW_C044522,
PW_C007268,HMDB0011690
PW_C000143,HMDB0000217
PW_C043334,
PW_C044213,
PW_C041155,HMDB0060327
PW_C043945,
PW_C044527,
PW_C042609,
PW_C043902,
PW_C044265,
PW_C044072,
PW_C043227,
PW_C043932,
PW_C042782,
PW_C044022,
PW_C042663,
PW_C042244,
PW_C043463,
PW_C042704,
PW_C043336,
PW_C056374,
PW_C001959,HMDB0003712
PW_C043082,
PW_C042495,
PW_C043948,
PW_C000136,HMDB0000210
PW_C044437,
PW_C041195,HMDB0060448
PW_C001189,HMDB0001546
PW_C042292,
PW_C105084,
PW_C104976,
PW_C104957,
PW_C000110,HMDB0000168
PW_C040968,
PW_C042264,
PW_C006761,HMDB0011119
PW_C041711,
PW_C043996,
PW_C043314,
PW_C105005,
PW_C044419,
PW_C044418,
PW_C042421,
PW_C002010,HMDB0003946
PW_C037952,HMDB0057498
PW_C042267,
PW_C042252,
PW_C104886,
PW_C008389,HMDB0013472
PW_C043887,
PW_C042699,
PW_C062272,HMDB0114854
PW_C040980,
PW_C001782,HMDB0003119
PW_C055580,
PW_C044011,
PW_C041054,
PW_C000810,HMDB0001024
PW_C006612,HMDB0010604
PW_C044421,
PW_C037016,HMDB0056562
PW_C057039,
PW_C007306,HMDB0011732
PW_C105105,
PW_C049865,
PW_C042792,
PW_C040993,HMDB0062573
PW_C044443,
PW_C043177,
PW_C044494,
PW_C044424,
PW_C105097,
PW_C001451,HMDB0002158
PW_C105027,
PW_C042348,
PW_C000086,HMDB0000132
PW_C000123,HMDB0000191
PW_C000504,HMDB0000645
PW_C038838,HMDB0058384
PW_C043169,
PW_C007865,HMDB0012335
PW_C000691,HMDB0000868
PW_C000887,HMDB0001137
PW_C104913,
PW_C000044,HMDB0000062
PW_C044106,
PW_C001999,HMDB0003935
PW_C041655,
PW_C105082,
PW_C042921,
PW_C000605,HMDB0000757
PW_C044260,
PW_C043892,
PW_C000874,HMDB0001120
PW_C042315,
PW_C042238,
PW_C042512,
PW_C104900,
PW_C042705,
PW_C042934,
PW_C043849,
PW_C000141,HMDB0000215
PW_C044269,
PW_C042537,
PW_C001083,HMDB0001401
PW_C044183,
PW_C000637,HMDB0000797
PW_C044465,
PW_C007795,HMDB0012250
PW_C043376,
PW_C040946,
PW_C043515,
PW_C043540,
PW_C044519,
PW_C009795,HMDB0015532
PW_C000486,HMDB0000625
PW_C043315,
PW_C041875,
PW_C043818,
PW_C001060,HMDB0001372
PW_C005039,HMDB0008991
PW_C005008,HMDB0008960
PW_C007884,HMDB0012355
PW_C042958,
PW_C042796,
PW_C044222,
PW_C105057,
PW_C043608,
PW_C041961,
PW_C000869,HMDB0001112
PW_C042814,
PW_C044417,
PW_C002774,HMDB0006497
PW_C000570,HMDB0000719
PW_C043585,
PW_C055892,
PW_C000763,HMDB0000956
PW_C008406,HMDB0013489
PW_C043501,
PW_C044310,
PW_C000975,HMDB0001262
PW_C043524,
PW_C044295,
PW_C042707,
PW_C044166,
PW_C041808,
PW_C007885,HMDB0012356
PW_C042530,
PW_C042527,
PW_C104941,
PW_C007905,HMDB0012376
PW_C062231,HMDB0114814
PW_C000723,HMDB0000904
PW_C043502,
PW_C042728,
PW_C043145,
PW_C040949,
PW_C002012,HMDB0003948
PW_C000120,HMDB0000187
PW_C041954,
PW_C105006,
PW_C000057,HMDB0000082
PW_C042657,
PW_C001554,HMDB0002303
PW_C055804,
PW_C104884,
PW_C041741,
PW_C041947,
PW_C042785,
PW_C043129,
PW_C044482,
PW_C104977,
PW_C043877,
PW_C000296,HMDB0000397
PW_C044201,
PW_C040996,
PW_C042299,
PW_C044221,
PW_C001145,HMDB0001488
PW_C042774,
PW_C043601,
PW_C002775,HMDB0006498
PW_C104874,
PW_C043149,
PW_C043856,
PW_C042113,
PW_C042802,
PW_C043975,
PW_C000125,HMDB0000193
PW_C042514,
PW_C042836,
PW_C006593,HMDB0010585
PW_C042232,
PW_C043111,
PW_C044057,
PW_C042240,
PW_C005001,HMDB0008953
PW_C042439,
PW_C005102,HMDB0009054
PW_C000962,HMDB0001245
PW_C001491,HMDB0002206
PW_C042702,
PW_C041820,
PW_C043810,
PW_C042036,
PW_C104844,
PW_C043070,
PW_C000793,HMDB0001003
PW_C000749,HMDB0000939
PW_C036841,HMDB0056387
PW_C042112,
PW_C044414,
PW_C043084,
PW_C041734,
PW_C042427,
PW_C041459,
PW_C042291,
PW_C053332,
PW_C104962,
PW_C043377,
PW_C006608,HMDB0010600
PW_C041738,
PW_C104990,
PW_C043691,
PW_C056443,
PW_C002789,HMDB0006521
PW_C042831,
PW_C041816,
PW_C004940,HMDB0008892
PW_C042528,
PW_C001827,HMDB0003276
PW_C043672,
PW_C044060,
PW_C041198,
PW_C042810,
PW_C044216,
PW_C043213,
PW_C000414,HMDB0000538
PW_C000916,HMDB0001180
PW_C044498,
PW_C104969,
PW_C043076,
PW_C043552,
PW_C044087,
PW_C042096,
PW_C042763,
PW_C002749,HMDB0006456
PW_C000012,HMDB0000019
PW_C042919,
PW_C001719,HMDB0002845
PW_C041065,
PW_C043332,
PW_C042715,
PW_C042346,
PW_C043909,
PW_C000080,HMDB0000125
PW_C042188,
PW_C104883,
PW_C104972,
PW_C043863,
PW_C040940,
PW_C040778,
PW_C040857,
PW_C040939,
PW_C016201,HMDB0035227
PW_C001020,HMDB0001322
PW_C042619,
PW_C105009,
PW_C041938,
PW_C055363,
PW_C044209,
PW_C004942,HMDB0008894
PW_C043602,
PW_C042701,
PW_C041590,
PW_C104893,
PW_C042327,
PW_C044375,
PW_C044218,
PW_C044311,
PW_C042233,
PW_C043112,
PW_C104925,
PW_C043816,
PW_C001420,HMDB0002111
PW_C001355,HMDB0002022
PW_C042033,
PW_C000860,HMDB0001094
PW_C042932,
PW_C043786,
PW_C043978,
PW_C041718,
PW_C043973,
PW_C043118,
PW_C042114,
PW_C007917,HMDB0012390
PW_C057036,
PW_C043806,
PW_C043360,
PW_C042875,
PW_C042258,
PW_C041939,
PW_C043500,
PW_C043138,
PW_C043815,
PW_C007895,HMDB0012366
PW_C104935,
PW_C000353,HMDB0000464
PW_C041687,
PW_C062341,HMDB0114923
PW_C001247,HMDB0001875
PW_C043733,
PW_C040848,
PW_C043839,
PW_C043686,
PW_C042888,
PW_C043941,
PW_C043267,
PW_C043636,
PW_C044226,
PW_C043435,
PW_C042536,
PW_C041506,HMDB0093027
PW_C042843,
PW_C041843,
PW_C105066,
PW_C043236,
PW_C006642,HMDB0010634
PW_C044131,
PW_C000191,HMDB0000283
PW_C042968,
PW_C043944,
PW_C044237,
PW_C104994,
PW_C000643,HMDB0000806
PW_C043208,
PW_C043262,
PW_C104928,
PW_C044186,
PW_C041882,
PW_C043173,
PW_C043088,
PW_C044170,
PW_C044508,
PW_C041890,
PW_C042326,
PW_C044436,
PW_C001099,HMDB0001423
PW_C043826,
PW_C041715,
PW_C043272,
PW_C043984,
PW_C055604,
PW_C057121,HMDB0112284
PW_C007698,HMDB0012140
PW_C000035,HMDB0000051
PW_C041168,
PW_C041238,
PW_C040944,
PW_C042897,
PW_C044195,
PW_C057117,HMDB0112281
PW_C044133,
PW_C001957,HMDB0003701
PW_C000406,HMDB0000528
PW_C007819,HMDB0012278
PW_C002662,HMDB0006211
PW_C104974,
PW_C042876,
PW_C042297,
PW_C043365,
PW_C000078,HMDB0000123
PW_C043600,
PW_C044262,
PW_C104910,
PW_C105008,
PW_C001151,HMDB0001494
PW_C043154,
PW_C041497,
PW_C105072,
PW_C008393,HMDB0013476
PW_C044481,
PW_C043951,
PW_C000721,HMDB0000902
PW_C042828,
PW_C105019,
PW_C000116,HMDB0000177
PW_C042199,
PW_C041176,
PW_C042500,
PW_C000146,HMDB0000221
PW_C042487,
PW_C043100,
PW_C041695,
PW_C043197,
PW_C044134,
PW_C000092,HMDB0000142
PW_C042260,
PW_C043830,
PW_C000911,HMDB0001175
PW_C042665,
PW_C044457,
PW_C043965,
PW_C041097,
PW_C042927,
PW_C055593,
PW_C000075,HMDB0000119
PW_C105058,
PW_C003046,HMDB0006995
PW_C042496,
PW_C007897,HMDB0012368
PW_C007748,HMDB0012199
PW_C001118,HMDB0001448
PW_C044158,
PW_C037934,HMDB0057480
PW_C043635,
PW_C007780,HMDB0012234
PW_C042014,
PW_C007862,HMDB0012332
PW_C006582,HMDB0010574
PW_C042908,HMDB0062623
PW_C043693,
PW_C044495,
PW_C040962,
PW_C037878,HMDB0057424
PW_C044151,
PW_C041846,
PW_C043663,
PW_C043157,
PW_C042069,
PW_C041964,
PW_C042518,
PW_C040765,
PW_C105088,
PW_C041314,
PW_C000590,HMDB0000742
PW_C041779,
PW_C041745,
PW_C044523,
PW_C001856,HMDB0003357
PW_C042862,
PW_C044017,
PW_C043393,
PW_C043908,
PW_C042784,
PW_C041144,HMDB0060299
PW_C044179,
PW_C041764,
PW_C042041,
PW_C041697,
PW_C044098,
PW_C043087,
PW_C042379,
PW_C042396,
PW_C044152,
PW_C044196,
PW_C042822,
PW_C104902,
PW_C043083,
PW_C000987,HMDB0001274
PW_C042120,
PW_C044105,
PW_C055515,
PW_C042804,
PW_C041248,
PW_C105043,
PW_C043974,
PW_C042781,
PW_C043137,
PW_C105080,
PW_C000112,HMDB0000172
PW_C041145,HMDB0060300
PW_C042952,
PW_C043961,
PW_C000412,HMDB0000535
PW_C042727,
PW_C043215,
PW_C042170,
PW_C041998,
PW_C007831,HMDB0012299
PW_C041110,
PW_C042686,
PW_C041724,
PW_C041758,
PW_C042880,
PW_C000904,HMDB0001166
PW_C040941,
PW_C040938,
PW_C104898,
PW_C044447,
PW_C043384,
PW_C043333,
PW_C041706,
PW_C042296,
PW_C042012,
PW_C105081,
PW_C042029,
PW_C043330,
PW_C042489,
PW_C044132,
PW_C044258,
PW_C042347,
PW_C042534,
PW_C042688,
PW_C105042,
PW_C104989,
PW_C006609,HMDB0010601
PW_C041111,
PW_C043684,
PW_C043352,
PW_C004939,HMDB0008891
PW_C042517,
PW_C005041,HMDB0008993
PW_C044466,
PW_C043599,
PW_C104841,
PW_C043894,
PW_C042371,
PW_C044259,
PW_C043386,
PW_C040957,
PW_C042093,
PW_C042418,
PW_C043114,
PW_C055894,
PW_C043504,
PW_C105076,
PW_C044490,
PW_C055514,
PW_C041696,
PW_C041889,
PW_C104954,
PW_C104821,
PW_C043990,
PW_C000003,HMDB0000005
PW_C104988,
PW_C044026,
PW_C044468,
PW_C043328,
PW_C042687,
PW_C043627,
PW_C043466,
PW_C044463,
PW_C042350,
PW_C001041,HMDB0001349
PW_C044268,
PW_C044476,
PW_C001987,HMDB0003882
PW_C043629,
PW_C000878,HMDB0001124
PW_C044000,
PW_C043964,
PW_C044071,
PW_C055625,
PW_C044288,
PW_C042286,
PW_C000774,HMDB0000972
PW_C043458,
PW_C043183,
PW_C043453,
PW_C000164,HMDB0000243
PW_C041228,
PW_C040827,
PW_C041844,
PW_C044225,
PW_C042807,
PW_C041055,
PW_C000936,HMDB0001201
PW_C043643,
PW_C042627,
PW_C043086,
PW_C105056,
PW_C104926,
PW_C000096,HMDB0000149
PW_C042954,
PW_C043324,
PW_C044069,
PW_C043866,
PW_C044474,
PW_C042617,
PW_C000839,HMDB0001064
PW_C042821,
PW_C000831,HMDB0001056
PW_C041936,
PW_C104984,
PW_C042003,
PW_C041992,
PW_C041733,
PW_C042360,
PW_C002885,HMDB0006710
PW_C044082,
PW_C042369,
PW_C042924,
PW_C042099,
PW_C001905,HMDB0003484
PW_C040920,
PW_C044050,
PW_C000034,HMDB0000050
PW_C044298,
PW_C042957,
PW_C040770,
PW_C042328,
PW_C043862,
PW_C043823,
PW_C042776,
PW_C000118,HMDB0000182
PW_C000458,HMDB0000588
PW_C000042,HMDB0000060
PW_C044305,
PW_C104881,
PW_C057063,
PW_C042886,
PW_C042775,
PW_C044285,
PW_C001894,HMDB0003449
PW_C043507,
PW_C003029,HMDB0006978
PW_C043109,
PW_C042237,
PW_C042987,
PW_C042902,
PW_C007817,HMDB0012276
PW_C002798,HMDB0006532
PW_C043339,
PW_C043959,
PW_C044243,
PW_C044128,
PW_C042178,
PW_C044193,
PW_C044180,
PW_C044184,
PW_C104858,
PW_C000500,HMDB0000641
PW_C042364,
PW_C043202,
PW_C042913,
PW_C062295,HMDB0114877
PW_C044188,
PW_C042359,
PW_C043775,
PW_C001406,HMDB0002092
PW_C003031,HMDB0006980
PW_C041780,
PW_C004876,HMDB0008828
PW_C044089,
PW_C104899,
PW_C040840,
PW_C105040,
PW_C000069,HMDB0000107
PW_C041498,
PW_C007742,HMDB0012189
PW_C044427,
PW_C044256,
PW_C105022,
PW_C044478,
PW_C044272,
PW_C044173,
PW_C044444,
PW_C043609,
PW_C042367,
PW_C005038,HMDB0008990
PW_C000107,HMDB0000163
PW_C105079,
PW_C003915,HMDB0007865
PW_C001900,HMDB0003459
PW_C043607,
PW_C104996,
PW_C043457,
PW_C037503,HMDB0057049
PW_C104867,
PW_C044137,
PW_C044423,
PW_C043187,
PW_C042885,
PW_C104828,
PW_C000104,HMDB0000159
PW_C104882,
PW_C055549,
PW_C043098,
PW_C041800,
PW_C043295,
PW_C104938,
PW_C044147,
PW_C043133,
PW_C042533,
PW_C105090,
PW_C042989,HMDB0060292
PW_C044097,
PW_C043721,
PW_C055638,
PW_C042071,
PW_C042624,
PW_C105077,
PW_C000156,HMDB0000232
PW_C000854,HMDB0001086
PW_C042111,
PW_C002664,HMDB0006215
PW_C041831,
PW_C043710,
PW_C044520,
PW_C043461,
PW_C042760,
PW_C043311,
PW_C042799,
PW_C043319,
PW_C104826,
PW_C104905,
PW_C042808,
PW_C043584,
PW_C062921,HMDB0062518
PW_C043980,
PW_C104891,
PW_C042231,
PW_C040924,
PW_C003909,HMDB0007859
PW_C043455,
PW_C001849,HMDB0003339
PW_C001925,HMDB0003556
PW_C007882,HMDB0012352
PW_C000944,HMDB0001213
PW_C044148,
PW_C104866,
PW_C041714,
PW_C001130,HMDB0001469
PW_C042896,
PW_C000910,HMDB0001173
PW_C044431,
PW_C001978,HMDB0003841
PW_C042935,
PW_C000746,HMDB0000935
PW_C044462,
PW_C043488,
PW_C055571,
PW_C043709,
PW_C001932,HMDB0003581
PW_C044081,
PW_C042182,
PW_C002744,HMDB0006407
PW_C042013,
PW_C044027,
PW_C042700,
PW_C001144,HMDB0001487
PW_C042939,
PW_C043201,
PW_C104896,
PW_C004938,HMDB0008890
PW_C041727,
PW_C104863,
PW_C043613,
PW_C104950,
PW_C041753,
PW_C000103,HMDB0000158
PW_C000457,HMDB0000586
PW_C105035,
PW_C005100,HMDB0009052
PW_C043837,
PW_C040755,
PW_C104890,
PW_C001134,HMDB0001473
PW_C000833,HMDB0001058
PW_C044297,
PW_C042050,
PW_C000081,HMDB0000126
PW_C041935,
PW_C042494,
